Deliverable 1
Alpha: 0.0
Lambda,Income,Limit,Rating,Cards,Age,Education,Gender,Student,Married,Fold Number,MSE
100.0,-73.6371279280892,194.14471015435336,194.21418838656354,25.72509287496498,-13.618034430318799,-0.7618173246783948,2.930680775983024,89.81615696715244,0.6301123563977192,0,33913.71934172629
100.0,-68.55952112755011,200.71468805583754,197.8176810403675,24.071089180984277,-15.58916995258324,-1.707551773035353,3.5467420890852193,90.55205447279344,-5.24121863754483,1,33203.85818223271
100.0,-72.34348209927401,196.0592305257439,196.27518995684855,21.625935475353632,-22.70119084484906,3.247213661288182,-2.362589796675863,97.87980620158102,-10.020771002183235,2,32922.00915076048
100.0,-79.55903498363581,202.19578190696743,200.036412019056,20.401535193821537,-25.78914357168544,0.7678987623780232,1.5024901057037081,99.57779368150578,-5.279413760768056,3,21702.297244555764
100.0,-78.98738145280558,199.2793476643684,197.64012612644598,17.93408321080007,-15.911707826856482,-3.2675035431973933,-2.1990602031549646,83.12289262346303,-8.2065219820311,4,29123.944228927758
CV: ,150865.828148203,Lambda: ,100.0,Alpha: ,1
1000.0,23.525067968167352,72.64525730025646,73.079452508017,11.094860157270222,-1.999131059915039,0.3456727847332215,3.4093203419656106,28.459614538300546,1.7955796881013943,0,118449.898064018
1000.0,27.17513441243771,74.29430861739569,74.29172997173053,9.658616469503993,-2.4424616158410206,-0.9091663180416791,1.9085606127550183,27.8625270479416,-1.392846004802351,1,109588.89431165683
1000.0,23.291215251827833,73.47367214256768,73.76585324733865,8.667764287298484,-6.9976203927302105,1.749629475659764,2.7715668342052013,31.638029233428288,-3.980094911211707,2,104722.11708184506
1000.0,20.90103701469328,74.81044014323919,74.81434990046903,7.932709185486376,-7.705057304176248,1.312946973813826,1.6306821814743542,31.221809383475808,-2.1292939075635533,3,81225.77714689022
1000.0,22.171119009587446,73.25036546854301,73.21986822755224,6.714161665468713,-2.276921067421636,-3.2700457804898733,-0.8095230317724121,24.37016388960794,-2.2099949928233564,4,117632.7840656646
CV: ,531619.4706700747,Lambda: ,1000.0,Alpha: ,1
10000.0,6.037899538433645,11.640637874058026,11.700201231824733,1.5276242459457323,0.22611577029982094,0.02757547311734149,0.5324201670584995,3.8079571567322104,0.36029213783324765,0,210306.12503609253
10000.0,6.6145222598647555,11.928932155359739,11.944557464927911,1.2930401290427924,0.1995423713563101,-0.18878567270760133,0.20857731574395494,3.5556838253200738,-0.05942460321612943,1,178716.73919202265
10000.0,5.982428788638843,11.736376119455368,11.7753568107398,1.250413306042263,-0.5457590934646015,0.1485387581378057,0.6997096589475481,4.109914773065563,-0.46036765308076255,2,188668.1629461217
10000.0,5.632015449796026,11.835454800338498,11.848309389468275,1.0526085334654358,-0.5124328678180409,0.18108926055899235,0.1745954307489574,3.9302812604697985,-0.19233417939173342,3,164251.51045820588
10000.0,5.839240291700516,11.646478133319606,11.652511114905932,0.9572361628173309,0.2563230793667445,-0.6403601046081034,-0.13016340761335893,2.976125683337594,-0.1864240196249696,4,208754.10753279793
CV: ,950696.6451652407,Lambda: ,10000.0,Alpha: ,1
100000.0,0.6743420548059536,1.24472667631191,1.2508844510732313,0.1588425289793028,0.03282109691605408,0.0023299400386772064,0.056003094522469925,0.3953270828100427,0.03943376447725708,0,231232.33721346376
100000.0,0.7359358845701531,1.2762444062828655,1.2780327625278802,0.13383636734431384,0.03082603859820568,-0.020984690217755633,0.020379676559690696,0.36567479236997263,-0.003549346788377264,1,193548.2438410443
100000.0,0.668215551912174,1.2543198035980128,1.2583523953271176,0.13137833727803688,-0.04869986277196361,0.01337288999207888,0.0783675954459546,0.42386864278786934,-0.0460385551295312,2,208041.33456738008
100000.0,0.6311079079886721,1.263101645966916,1.264561320146783,0.1087649730888444,-0.04266382542631668,0.018401558494244335,0.016866712350444693,0.402858940580307,-0.017869834646900756,3,183864.26465116866
100000.0,0.6533013218197002,1.2441610667817713,1.2449179625004458,0.10062764365156024,0.03722294098165809,-0.07006026157195218,-0.013864683861697124,0.3036407770165778,-0.017284107636319407,4,228355.32223981217
CV: ,1045041.502512869,Lambda: ,100000.0,Alpha: ,1
1000000.0,0.06820321328612242,0.12534850860082072,0.12596634520994918,0.015948068989842572,0.0033960968083344228,0.00022792748342526732,0.005629102081914801,0.039686182568388885,0.00398041444542131,0,233586.1374285813
1000000.0,0.07440558729733711,0.12853026640953819,0.12871145979658252,0.013430826710536406,0.0032043322050288063,-0.002121808303342953,0.002031594970829236,0.03667164527431602,-0.0003276327037503495,1,195203.58807980368
1000000.0,0.06758429993809432,0.1263077398173682,0.12671240472003187,0.013205715677742728,-0.004802010143665531,0.0013197727028576225,0.007928661316103853,0.04252043587289493,-0.004602258193366157,2,210222.49556696578
1000000.0,0.06385100526723865,0.12717299016240052,0.1273207702347233,0.010912814927833072,-0.004167974374720212,0.0018423345602788471,0.0016790656145663065,0.0403856755035938,-0.001770778447774681,3,186076.71961584326
1000000.0,0.06608642651282395,0.12527938153888735,0.12535672343219964,0.0101156622973069,0.003851716360255815,-0.0070717665514778965,-0.0013955771833678592,0.030424264308922845,-0.0017127093034619391,4,230541.27519226857
CV: ,1055630.2158834627,Lambda: ,1000000.0,Alpha: ,1
"
"
"
"
"
"
"
"
"
"
"
"
"
"
Deliverable 4
Alpha: 0.0
Lambda,Income,Limit,Rating,Cards,Age,Education,Gender,Student,Married,Fold Number,MSE
1,-274.6318763106187,447.4296075014811,168.00641945268217,24.64566809401118,-10.930319732878274,-3.491159732879337,-5.198826408208297,127.95351273302246,-3.402517926756943,0,0
"
"
Alpha: 0.2
Lambda,Income,Limit,Rating,Cards,Age,Education,Gender,Student,Married,Fold Number,MSE
1,-273.97031024811093,419.7928751523684,195.01705335496277,23.494351340329874,-11.012441217468105,-3.3391155058478734,-5.17855064556109,127.70558816436412,-3.6001390569585627,0,0
"
"
Alpha: 1.0
Lambda,Income,Limit,Rating,Cards,Age,Education,Gender,Student,Married,Fold Number,MSE
1,-271.233293575541,369.7835379923842,242.3501265450616,21.502986794850393,-11.270327352948017,-3.046596676325823,-5.094148479381547,127.07988038854994,-3.9737688006757823,0,0
"
"
